INDICATOR_CODE,DIAGNOSIS_GROUP,PREDICTOR,PARAMETER_ESTIMATE,STANDARD_ERROR,WALD_CHI_SQUARE,WALD_DF,WALD_P_VALUE
I00699,111,ADMISSION_MONTH_7,0.1082,0.1107,0.9547,1,0.3285
I00699,111,ADMISSION_MONTH_8,0.2198,0.1084,4.1149,1,0.0425
I00699,111,ADMISSION_MONTH_9,0.2895,0.1083,7.1479,1,0.0075
I00699,111,ADMISSION_MONTH_10,0.1703,0.1106,2.3726,1,0.1235
I00699,111,ADMISSION_MONTH_11,0.2178,0.1115,3.8145,1,0.0508
I00699,111,ADMISSION_MONTH_12,0.2407,0.1135,4.4972,1,0.0339
I00699,111,AGE_GROUP_1,-11.6145,708.5699,0.0003,1,0.9869
I00699,111,AGE_GROUP_2,-0.1762,1.0111,0.0304,1,0.8616
I00699,111,AGE_GROUP_3,-11.5916,231.3203,0.0025,1,0.96
I00699,111,AGE_GROUP_4,-11.6528,189.7864,0.0038,1,0.951
I00699,111,AGE_GROUP_5,-0.9464,0.7213,1.7213,1,0.1895
I00699,111,AGE_GROUP_6,-1.281,0.5945,4.6428,1,0.0312
I00699,111,AGE_GROUP_7,-1.3233,0.4689,7.9631,1,0.0048
I00699,111,AGE_GROUP_8,-2.2417,0.5943,14.2282,1,0.0002
I00699,111,AGE_GROUP_9,-1.2812,0.3618,12.5417,1,0.0004
I00699,111,AGE_GROUP_10,-0.6552,0.2741,5.7127,1,0.0168
I00699,111,AGE_GROUP_11,-0.2866,0.2323,1.5224,1,0.2173
I00699,111,AGE_GROUP_12,0,,,0,
I00699,111,AGE_GROUP_13,0.2992,0.1831,2.67,1,0.1023
I00699,111,AGE_GROUP_14,0.7475,0.1681,19.7791,1,0
I00699,111,AGE_GROUP_15,1.026,0.1617,40.2623,1,0
I00699,111,AGE_GROUP_16,1.1839,0.1554,58.0247,1,0
I00699,111,AGE_GROUP_17,1.435,0.1515,89.6609,1,0
I00699,111,AGE_GROUP_18,1.6403,0.1503,119.0572,1,0
I00699,111,AGE_GROUP_19,1.8403,0.1509,148.8353,1,0
I00699,111,AGE_GROUP_20,2.1897,0.1528,205.458,1,0
I00699,111,AGE_GROUP_21,0,,,0,
I00699,111,BIRTHWEIGHT_6,0,,,0,
I00699,111,CHARLSON_INDEX_1,0,,,0,
I00699,111,CHARLSON_INDEX_2,0.4054,0.091,19.8302,1,0
I00699,111,CHARLSON_INDEX_3,1.6784,0.0676,615.6074,1,0
I00699,111,GENDER_1,0.5075,0.045,127.1103,1,0
I00699,111,GENDER_2,0,,,0,
I00699,111,GENDER_3,0,,,0,
I00699,111,Intercept,-6.8958,0.1692,1661.9368,1,0
I00699,111,YEAR_INDEX_1,0,,,0,
I00699,111,YEAR_INDEX_2,-0.0397,0.0539,0.5411,1,0.462
I00699,111,YEAR_INDEX_3,-0.0093,0.056,0.0279,1,0.8674
I00699,112,ADMIMETH_1,-1.1391,0.1683,45.8225,1,0
I00699,112,ADMIMETH_2,0,,,0,
I00699,112,ADMIMETH_3,0,,,0,
I00699,112,ADMISSION_MONTH_1,0.0244,0.1229,0.0396,1,0.8423
I00699,112,ADMISSION_MONTH_2,-0.0746,0.1247,0.3581,1,0.5496
I00699,112,ADMISSION_MONTH_3,-0.1391,0.1281,1.1797,1,0.2774
I00699,112,ADMISSION_MONTH_4,-0.1233,0.1272,0.9391,1,0.3325
I00699,112,ADMISSION_MONTH_5,0,,,0,
I00699,112,ADMISSION_MONTH_6,-0.1679,0.124,1.8329,1,0.1758
I00699,112,ADMISSION_MONTH_7,-0.0443,0.1221,0.1317,1,0.7167
I00699,112,ADMISSION_MONTH_8,-0.0138,0.1232,0.0126,1,0.9107
I00699,112,ADMISSION_MONTH_9,0.007,0.1228,0.0032,1,0.9545
I00699,112,ADMISSION_MONTH_10,-0.1282,0.125,1.0514,1,0.3052
I00699,112,ADMISSION_MONTH_11,0.0414,0.1213,0.1164,1,0.733
I00699,112,ADMISSION_MONTH_12,-0.0367,0.1251,0.0861,1,0.7692
I00699,112,AGE_GROUP_1,-12.602,1532.4962,0.0001,1,0.9934
I00699,112,AGE_GROUP_2,-0.6546,1.0192,0.4125,1,0.5207
I00699,112,AGE_GROUP_3,-12.7369,405.584,0.001,1,0.9749
I00699,112,AGE_GROUP_4,-12.7924,322.4593,0.0016,1,0.9684
I00699,112,AGE_GROUP_5,-12.8258,467.4954,0.0008,1,0.9781
I00699,112,AGE_GROUP_6,-12.794,518.0786,0.0006,1,0.9803
I00699,112,AGE_GROUP_7,-1.0032,1.0141,0.9786,1,0.3225
I00699,112,AGE_GROUP_8,-0.1621,0.5214,0.0966,1,0.7559
I00699,112,AGE_GROUP_9,-0.9188,0.592,2.4086,1,0.1207
I00699,112,AGE_GROUP_10,-0.6186,0.4226,2.1427,1,0.1433
I00699,112,AGE_GROUP_11,-0.7027,0.3467,4.1093,1,0.0426
I00699,112,AGE_GROUP_12,-0.6159,0.233,6.9872,1,0.0082
I00699,112,AGE_GROUP_13,-0.0786,0.1516,0.2689,1,0.6041
I00699,112,AGE_GROUP_14,-0.0171,0.1297,0.0173,1,0.8953
I00699,112,AGE_GROUP_15,-0.1702,0.1191,2.0423,1,0.153
I00699,112,AGE_GROUP_16,0.0753,0.0971,0.6017,1,0.4379
I00699,112,AGE_GROUP_17,0.0511,0.0927,0.3045,1,0.5811
I00699,112,AGE_GROUP_18,0,,,0,
I00699,112,AGE_GROUP_19,0.2879,0.0886,10.5622,1,0.0012
I00699,112,AGE_GROUP_20,0.6988,0.0889,61.8402,1,0
I00699,112,AGE_GROUP_21,0,,,0,
I00699,112,BIRTHWEIGHT_6,0,,,0,
I00699,112,CHARLSON_INDEX_1,0,,,0,
I00699,112,CHARLSON_INDEX_2,0.374,0.159,5.5285,1,0.0187
I00699,112,CHARLSON_INDEX_3,1.9167,0.1117,294.4636,1,0
I00699,112,GENDER_1,0.4772,0.0535,79.603,1,0
I00699,112,GENDER_2,0,,,0,
I00699,112,GENDER_3,0,,,0,
I00699,112,Intercept,-4.2436,0.1506,794.1491,1,0
I00699,112,YEAR_INDEX_1,0,,,0,
I00699,112,YEAR_INDEX_2,-0.1825,0.0617,8.7446,1,0.0031
I00699,112,YEAR_INDEX_3,-0.1813,0.0658,7.6025,1,0.0058
I00699,113,ADMIMETH_1,-1.0808,0.1341,64.9677,1,0
I00699,113,ADMIMETH_2,0,,,0,
I00699,113,ADMIMETH_3,0,,,0,
I00699,113,ADMISSION_MONTH_1,0.1892,0.0585,10.476,1,0.0012
I00699,113,ADMISSION_MONTH_2,0.1466,0.0587,6.2461,1,0.0124
I00699,113,ADMISSION_MONTH_3,-0.0118,0.0595,0.0393,1,0.8429
I00699,113,ADMISSION_MONTH_4,0.132,0.0587,5.0531,1,0.0246
I00699,113,ADMISSION_MONTH_5,-0.0226,0.0584,0.1497,1,0.6989
I00699,113,ADMISSION_MONTH_6,0,,,0,
I00699,113,ADMISSION_MONTH_7,0.0127,0.0574,0.0487,1,0.8253
I00699,113,ADMISSION_MONTH_8,0.0854,0.0569,2.2552,1,0.1332
I00699,113,ADMISSION_MONTH_9,0.1881,0.056,11.2722,1,0.0008
I00699,113,ADMISSION_MONTH_10,0.2291,0.0559,16.8059,1,0
I00699,113,ADMISSION_MONTH_11,0.2168,0.0567,14.6166,1,0.0001
I00699,113,ADMISSION_MONTH_12,0.294,0.0559,27.6188,1,0
I00699,113,AGE_GROUP_1,-11.5363,83.3161,0.0192,1,0.8899
I00699,113,AGE_GROUP_2,-4.0795,1.0009,16.6111,1,0
I00699,113,AGE_GROUP_3,-3.8119,1.0009,14.5041,1,0.0001
I00699,113,AGE_GROUP_4,-2.5129,0.5789,18.8442,1,0
I00699,113,AGE_GROUP_5,-3.6694,1.0008,13.4421,1,0.0002
I00699,113,AGE_GROUP_6,-2.6536,0.4489,34.9471,1,0
I00699,113,AGE_GROUP_7,-4.0351,0.7081,32.4728,1,0
I00699,113,AGE_GROUP_8,-2.9585,0.3554,69.2817,1,0
I00699,113,AGE_GROUP_9,-1.7311,0.1775,95.1032,1,0
I00699,113,AGE_GROUP_10,-1.9972,0.1887,112.0522,1,0
I00699,113,AGE_GROUP_11,-1.4112,0.1289,119.8001,1,0
I00699,113,AGE_GROUP_12,-1.403,0.1085,167.2502,1,0
I00699,113,AGE_GROUP_13,-1.1945,0.0889,180.3841,1,0
I00699,113,AGE_GROUP_14,-0.9754,0.0749,169.5831,1,0
I00699,113,AGE_GROUP_15,-0.7256,0.0629,133.1341,1,0
I00699,113,AGE_GROUP_16,-0.6194,0.051,147.7574,1,0
I00699,113,AGE_GROUP_17,-0.431,0.0429,100.9412,1,0
I00699,113,AGE_GROUP_18,-0.1912,0.0375,25.9673,1,0
I00699,113,AGE_GROUP_19,0,,,0,
I00699,113,AGE_GROUP_20,0.4383,0.0325,181.8569,1,0
I00699,113,AGE_GROUP_21,0,,,0,
I00699,113,BIRTHWEIGHT_6,0,,,0,
I00699,113,CHARLSON_INDEX_1,0,,,0,
I00699,113,CHARLSON_INDEX_2,0.3241,0.0552,34.4216,1,0
I00699,113,CHARLSON_INDEX_3,1.4147,0.0382,1370.7758,1,0
I00699,113,GENDER_1,0.3444,0.0236,212.119,1,0
I00699,113,GENDER_2,0,,,0,
I00699,113,GENDER_3,0,,,0,
I00699,113,Intercept,-4.9589,0.0611,6592.5265,1,0
I00699,113,YEAR_INDEX_1,0,,,0,
I00699,113,YEAR_INDEX_2,-0.0534,0.0281,3.6036,1,0.0577
I00699,113,YEAR_INDEX_3,-0.0402,0.0294,1.8784,1,0.1705
I00699,114,ADMIMETH_1,0,,,0,
I00699,114,ADMIMETH_2,0,,,0,
I00699,114,ADMIMETH_3,1.8537,0.0806,529.2548,1,0
I00699,114,ADMISSION_MONTH_1,-0.0266,0.1523,0.0304,1,0.8616
I00699,114,ADMISSION_MONTH_2,-0.114,0.15,0.5784,1,0.4469
I00699,114,ADMISSION_MONTH_3,-0.3107,0.1519,4.1852,1,0.0408
I00699,114,ADMISSION_MONTH_4,-0.3339,0.1626,4.2151,1,0.0401
I00699,114,ADMISSION_MONTH_5,-0.2078,0.1454,2.0423,1,0.153
I00699,114,ADMISSION_MONTH_6,-0.2799,0.1475,3.602,1,0.0577
I00699,114,ADMISSION_MONTH_7,-0.0639,0.1407,0.2065,1,0.6495
I00699,114,ADMISSION_MONTH_8,-0.1261,0.1435,0.772,1,0.3796
I00699,114,ADMISSION_MONTH_9,0.0052,0.1387,0.0014,1,0.9698
I00699,114,ADMISSION_MONTH_10,-0.0519,0.1412,0.135,1,0.7133
I00699,114,ADMISSION_MONTH_11,0,,,0,
I00699,114,ADMISSION_MONTH_12,-0.0741,0.1504,0.243,1,0.622
I00699,114,AGE_GROUP_1,-13.173,1349.2503,0.0001,1,0.9922
I00699,114,AGE_GROUP_2,-13.117,567.7226,0.0005,1,0.9816
I00699,114,AGE_GROUP_3,-1.3908,1.0073,1.9065,1,0.1674
I00699,114,AGE_GROUP_4,-2.319,1.0068,5.3053,1,0.0213
I00699,114,AGE_GROUP_5,-0.6083,0.4619,1.7346,1,0.1878
I00699,114,AGE_GROUP_6,-1.2456,0.5887,4.477,1,0.0344
I00699,114,AGE_GROUP_7,-13.3054,217.2232,0.0038,1,0.9512
I00699,114,AGE_GROUP_8,-1.339,0.5127,6.8205,1,0.009
I00699,114,AGE_GROUP_9,-1.7488,0.5884,8.8346,1,0.003
I00699,114,AGE_GROUP_10,-1.5561,0.5121,9.234,1,0.0024
I00699,114,AGE_GROUP_11,-1.1086,0.3695,9.0021,1,0.0027
I00699,114,AGE_GROUP_12,-0.6376,0.252,6.3998,1,0.0114
I00699,114,AGE_GROUP_13,-0.6558,0.2211,8.7959,1,0.003
I00699,114,AGE_GROUP_14,-0.6809,0.2061,10.9142,1,0.001
I00699,114,AGE_GROUP_15,-0.1125,0.1612,0.4867,1,0.4854
I00699,114,AGE_GROUP_16,0,,,0,
I00699,114,AGE_GROUP_17,0.2637,0.1305,4.0829,1,0.0433
I00699,114,AGE_GROUP_18,0.5758,0.1247,21.324,1,0
I00699,114,AGE_GROUP_19,0.9039,0.1233,53.7066,1,0
I00699,114,AGE_GROUP_20,1.4026,0.1249,126.1012,1,0
I00699,114,AGE_GROUP_21,0,,,0,
I00699,114,BIRTHWEIGHT_6,0,,,0,
I00699,114,CHARLSON_INDEX_1,0,,,0,
I00699,114,CHARLSON_INDEX_2,0.4424,0.1176,14.1479,1,0.0002
I00699,114,CHARLSON_INDEX_3,1.4011,0.0906,239.0457,1,0
I00699,114,GENDER_1,0.3415,0.0627,29.6836,1,0
I00699,114,GENDER_2,0,,,0,
I00699,114,GENDER_3,0,,,0,
I00699,114,Intercept,-7.6364,0.1634,2183.2204,1,0
I00699,114,YEAR_INDEX_1,0,,,0,
I00699,114,YEAR_INDEX_2,-0.0352,0.0743,0.2241,1,0.6359
I00699,114,YEAR_INDEX_3,0.0456,0.0788,0.3344,1,0.5631
I00699,115,ADMIMETH_1,0,,,0,
I00699,115,ADMIMETH_2,0,,,0,
I00699,115,ADMIMETH_3,1.6394,0.1556,110.9558,1,0
I00699,115,ADMISSION_MONTH_1,-0.3463,0.2572,1.8136,1,0.1781
I00699,115,ADMISSION_MONTH_2,0.0492,0.2382,0.0427,1,0.8363
I00699,115,ADMISSION_MONTH_3,0.1133,0.228,0.2468,1,0.6193
I00699,115,ADMISSION_MONTH_4,-0.1025,0.2475,0.1715,1,0.6788
I00699,115,ADMISSION_MONTH_5,0.1507,0.2269,0.4409,1,0.5067
I00699,115,ADMISSION_MONTH_6,-0.3817,0.2566,2.2136,1,0.1368
I00699,115,ADMISSION_MONTH_7,-0.0753,0.2361,0.1016,1,0.7499
I00699,115,ADMISSION_MONTH_8,-0.1021,0.2417,0.1784,1,0.6728
I00699,115,ADMISSION_MONTH_9,0.2405,0.2237,1.156,1,0.2823
I00699,115,ADMISSION_MONTH_10,0,,,0,
I00699,115,ADMISSION_MONTH_11,-0.2323,0.249,0.8701,1,0.3509
I00699,115,ADMISSION_MONTH_12,-0.3781,0.2661,2.0194,1,0.1553
I00699,115,AGE_GROUP_1,0,,,0,
I00699,115,AGE_GROUP_2,-1.7389,0.603,8.3172,1,0.0039
I00699,115,AGE_GROUP_3,-1.6956,0.6646,6.5089,1,0.0107
I00699,115,AGE_GROUP_4,-2.0822,0.7789,7.1456,1,0.0075
I00699,115,AGE_GROUP_5,-2.0221,0.7784,6.7486,1,0.0094
I00699,115,AGE_GROUP_6,-15.0321,400.8709,0.0014,1,0.9701
I00699,115,AGE_GROUP_7,-1.8917,0.7784,5.9057,1,0.0151
I00699,115,AGE_GROUP_8,-1.3853,0.6435,4.6344,1,0.0313
I00699,115,AGE_GROUP_9,-1.6339,0.6868,5.659,1,0.0174
I00699,115,AGE_GROUP_10,-1.9308,0.7785,6.1514,1,0.0131
I00699,115,AGE_GROUP_11,-2.4347,0.879,7.6719,1,0.0056
I00699,115,AGE_GROUP_12,-1.6802,0.6871,5.9792,1,0.0145
I00699,115,AGE_GROUP_13,-1.5183,0.6631,5.243,1,0.022
I00699,115,AGE_GROUP_14,-1.7608,0.7236,5.9219,1,0.015
I00699,115,AGE_GROUP_15,-1.1828,0.664,3.1738,1,0.0748
I00699,115,AGE_GROUP_16,-0.7378,0.6334,1.3567,1,0.2441
I00699,115,AGE_GROUP_17,-0.9243,0.6926,1.7811,1,0.182
I00699,115,AGE_GROUP_18,0.3139,0.6762,0.2155,1,0.6425
I00699,115,AGE_GROUP_19,-1.3212,1.1405,1.342,1,0.2467
I00699,115,AGE_GROUP_20,-14.8479,2545.608,0,1,0.9953
I00699,115,AGE_GROUP_21,0,,,0,
I00699,115,BIRTHWEIGHT_1,1.0576,0.5531,3.6567,1,0.0558
I00699,115,BIRTHWEIGHT_2,0.2865,0.5304,0.2917,1,0.5891
I00699,115,BIRTHWEIGHT_3,-1.036,0.527,3.8652,1,0.0493
I00699,115,BIRTHWEIGHT_4,-14.7325,736.2171,0.0004,1,0.984
I00699,115,BIRTHWEIGHT_5,-0.3538,0.5303,0.4452,1,0.5046
I00699,115,BIRTHWEIGHT_6,0,,,0,
I00699,115,CHARLSON_INDEX_1,0,,,0,
I00699,115,CHARLSON_INDEX_2,0.2604,0.3705,0.4939,1,0.4822
I00699,115,CHARLSON_INDEX_3,0.7396,0.1377,28.8518,1,0
I00699,115,GENDER_1,0,,,0,
I00699,115,GENDER_2,-0.1478,0.1014,2.1252,1,0.1449
I00699,115,GENDER_3,0,,,0,
I00699,115,Intercept,-4.3441,0.567,58.6999,1,0
I00699,115,YEAR_INDEX_1,0,,,0,
I00699,115,YEAR_INDEX_2,0.2236,0.1212,3.404,1,0.065
I00699,115,YEAR_INDEX_3,-0.0537,0.1286,0.1744,1,0.6762
I00699,116,ADMIMETH_1,-2.141,0.2033,110.8945,1,0
I00699,116,ADMIMETH_2,0,,,0,
I00699,116,ADMIMETH_3,0,,,0,
I00699,116,ADMISSION_MONTH_1,-0.1089,0.2122,0.2635,1,0.6077
I00699,116,ADMISSION_MONTH_2,0.0106,0.2071,0.0026,1,0.9591
I00699,116,ADMISSION_MONTH_3,-0.0742,0.2073,0.1281,1,0.7205
I00699,116,ADMISSION_MONTH_4,-0.2318,0.2216,1.094,1,0.2956
I00699,116,ADMISSION_MONTH_5,-0.0609,0.2074,0.0861,1,0.7691
I00699,116,ADMISSION_MONTH_6,0.0612,0.2007,0.0931,1,0.7603
I00699,116,ADMISSION_MONTH_7,0.1147,0.1994,0.3308,1,0.5652
I00699,116,ADMISSION_MONTH_8,0.1035,0.1993,0.2694,1,0.6037
I00699,116,ADMISSION_MONTH_9,-0.0784,0.2075,0.1427,1,0.7056
I00699,116,ADMISSION_MONTH_10,-0.1256,0.2101,0.3576,1,0.5498
I00699,116,ADMISSION_MONTH_11,0,,,0,
I00699,116,ADMISSION_MONTH_12,0.2448,0.1985,1.5203,1,0.2176
I00699,116,AGE_GROUP_1,0,,,0,
I00699,116,AGE_GROUP_2,-0.8714,1.0733,0.6591,1,0.4169
I00699,116,AGE_GROUP_3,-1.529,1.158,1.7433,1,0.1867
I00699,116,AGE_GROUP_4,-2.336,1.2278,3.6197,1,0.0571
I00699,116,AGE_GROUP_5,-13.0664,252.8667,0.0027,1,0.9588
I00699,116,AGE_GROUP_6,-1.556,1.4172,1.2055,1,0.2722
I00699,116,AGE_GROUP_7,-0.8894,1.2283,0.5243,1,0.469
I00699,116,AGE_GROUP_8,-0.7856,1.2282,0.4092,1,0.5224
I00699,116,AGE_GROUP_9,-0.1939,1.1218,0.0299,1,0.8628
I00699,116,AGE_GROUP_10,-0.7258,1.2294,0.3486,1,0.5549
I00699,116,AGE_GROUP_11,0.7132,1.0668,0.447,1,0.5038
I00699,116,AGE_GROUP_12,-0.3276,1.1612,0.0796,1,0.7778
I00699,116,AGE_GROUP_13,0.3264,1.0875,0.0901,1,0.7641
I00699,116,AGE_GROUP_14,0.8039,1.0695,0.565,1,0.4523
I00699,116,AGE_GROUP_15,-0.025,1.1627,0.0005,1,0.9829
I00699,116,AGE_GROUP_16,1.0288,1.0795,0.9083,1,0.3406
I00699,116,AGE_GROUP_17,0.7765,1.1067,0.4923,1,0.4829
I00699,116,AGE_GROUP_18,1.7784,1.0572,2.8298,1,0.0925
I00699,116,AGE_GROUP_19,2.0472,1.0686,3.6705,1,0.0554
I00699,116,AGE_GROUP_20,2.4425,1.0724,5.1872,1,0.0228
I00699,116,AGE_GROUP_21,0,,,0,
I00699,116,BIRTHWEIGHT_1,5.0213,1.0152,24.4626,1,0
I00699,116,BIRTHWEIGHT_2,2.7499,1.0069,7.4581,1,0.0063
I00699,116,BIRTHWEIGHT_3,-0.1837,1.0085,0.0332,1,0.8555
I00699,116,BIRTHWEIGHT_4,-12.8738,520.2174,0.0006,1,0.9803
I00699,116,BIRTHWEIGHT_5,1.2263,1.008,1.4799,1,0.2238
I00699,116,BIRTHWEIGHT_6,0,,,0,
I00699,116,CHARLSON_INDEX_1,0,,,0,
I00699,116,CHARLSON_INDEX_2,0.1016,0.3447,0.0868,1,0.7682
I00699,116,CHARLSON_INDEX_3,1.0097,0.2074,23.701,1,0
I00699,116,GENDER_1,0,,,0,
I00699,116,GENDER_2,0.143,0.0857,2.7854,1,0.0951
I00699,116,GENDER_3,0,,,0,
I00699,116,Intercept,-5.0476,1.0162,24.6715,1,0
I00699,116,YEAR_INDEX_1,0,,,0,
I00699,116,YEAR_INDEX_2,-0.247,0.1004,6.049,1,0.0139
I00699,116,YEAR_INDEX_3,-0.442,0.1061,17.3469,1,0
I00699,117,ADMIMETH_1,-2.2571,0.7172,9.9048,1,0.0016
I00699,117,ADMIMETH_2,0,,,0,
I00699,117,ADMIMETH_3,0,,,0,
I00699,117,ADMISSION_MONTH_1,0.1385,0.1052,1.7352,1,0.1878
I00699,117,ADMISSION_MONTH_2,0.1982,0.1076,3.3907,1,0.0656
I00699,117,ADMISSION_MONTH_3,-0.0385,0.1095,0.1239,1,0.7248
I00699,117,ADMISSION_MONTH_4,0.0779,0.1064,0.5356,1,0.4642
I00699,117,ADMISSION_MONTH_5,0.0908,0.1058,0.7361,1,0.3909
I00699,117,ADMISSION_MONTH_6,-0.0124,0.108,0.0132,1,0.9087
I00699,117,ADMISSION_MONTH_7,-0.0459,0.1079,0.1815,1,0.6701
I00699,117,ADMISSION_MONTH_8,0,,,0,
I00699,117,ADMISSION_MONTH_9,0.168,0.1052,2.5506,1,0.1102
I00699,117,ADMISSION_MONTH_10,-0.0292,0.1092,0.0717,1,0.7888
I00699,117,ADMISSION_MONTH_11,0.1097,0.107,1.0525,1,0.3049
I00699,117,ADMISSION_MONTH_12,-0.0849,0.1093,0.6034,1,0.4373
I00699,117,AGE_GROUP_1,0,,,0,
I00699,117,AGE_GROUP_2,-9.5007,309.8409,0.0009,1,0.9755
I00699,117,AGE_GROUP_9,-9.6484,705.4096,0.0002,1,0.9891
I00699,117,AGE_GROUP_21,0,,,0,
I00699,117,BIRTHWEIGHT_1,4.1189,0.0666,3827.0146,1,0
I00699,117,BIRTHWEIGHT_2,0,,,0,
I00699,117,BIRTHWEIGHT_3,-1.6328,0.1921,72.2209,1,0
I00699,117,BIRTHWEIGHT_4,3.2342,0.4065,63.3022,1,0
I00699,117,BIRTHWEIGHT_5,1.6006,0.0712,504.9492,1,0
I00699,117,BIRTHWEIGHT_6,2.1965,0.2092,110.2448,1,0
I00699,117,CHARLSON_INDEX_1,0,,,0,
I00699,117,CHARLSON_INDEX_2,-9.6559,141.3406,0.0047,1,0.9455
I00699,117,CHARLSON_INDEX_3,0.8579,0.241,12.6727,1,0.0004
I00699,117,GENDER_1,0,,,0,
I00699,117,GENDER_2,-0.3411,0.044,60.0052,1,0
I00699,117,GENDER_3,0,,,0,
I00699,117,Intercept,-5.2728,0.101,2725.7066,1,0
I00699,117,YEAR_INDEX_1,0,,,0,
I00699,117,YEAR_INDEX_2,0.0273,0.0525,0.2701,1,0.6032
I00699,117,YEAR_INDEX_3,-0.0058,0.0534,0.0117,1,0.914
I00699,118,ADMIMETH_1,-0.5431,0.5089,1.1389,1,0.2859
I00699,118,ADMIMETH_2,0,,,0,
I00699,118,ADMIMETH_3,0,,,0,
I00699,118,ADMISSION_MONTH_1,0.2229,0.2023,1.2138,1,0.2706
I00699,118,ADMISSION_MONTH_2,0.0667,0.217,0.0945,1,0.7586
I00699,118,ADMISSION_MONTH_3,0.1213,0.2104,0.3328,1,0.564
I00699,118,ADMISSION_MONTH_4,0.1542,0.2092,0.5437,1,0.4609
I00699,118,ADMISSION_MONTH_5,0.3086,0.2004,2.3719,1,0.1235
I00699,118,ADMISSION_MONTH_6,0.0982,0.2116,0.2152,1,0.6428
I00699,118,ADMISSION_MONTH_7,-0.0091,0.2131,0.0018,1,0.9659
I00699,118,ADMISSION_MONTH_8,-0.0636,0.2182,0.0851,1,0.7705
I00699,118,ADMISSION_MONTH_9,-0.0417,0.217,0.037,1,0.8475
I00699,118,ADMISSION_MONTH_10,0,,,0,
I00699,118,ADMISSION_MONTH_11,0.1898,0.2032,0.8722,1,0.3503
I00699,118,ADMISSION_MONTH_12,-0.0942,0.2189,0.1851,1,0.667
I00699,118,AGE_GROUP_1,0,,,0,
I00699,118,AGE_GROUP_2,12.8455,181.9774,0.005,1,0.9437
I00699,118,AGE_GROUP_3,0.111,1565.1621,0,1,0.9999
I00699,118,AGE_GROUP_4,0.0287,2793.5962,0,1,1
I00699,118,AGE_GROUP_5,0.0368,2557.7374,0,1,1
I00699,118,AGE_GROUP_8,-0.0106,2888.0878,0,1,1
I00699,118,AGE_GROUP_12,0.0521,6843.6642,0,1,1
I00699,118,AGE_GROUP_21,0,,,0,
I00699,118,BIRTHWEIGHT_1,4.2498,0.139,935.1363,1,0
I00699,118,BIRTHWEIGHT_2,1.7703,0.1185,223.0982,1,0
I00699,118,BIRTHWEIGHT_3,0,,,0,
I00699,118,BIRTHWEIGHT_4,0.7106,0.4552,2.4365,1,0.1185
I00699,118,BIRTHWEIGHT_5,0.9282,0.1071,75.0598,1,0
I00699,118,BIRTHWEIGHT_6,-10.229,181.9739,0.0032,1,0.9552
I00699,118,CHARLSON_INDEX_1,0,,,0,
I00699,118,CHARLSON_INDEX_2,-10.1736,979.5796,0.0001,1,0.9917
I00699,118,CHARLSON_INDEX_3,3.9362,0.2735,207.1664,1,0
I00699,118,GENDER_1,0,,,0,
I00699,118,GENDER_2,-0.1211,0.0868,1.9474,1,0.1629
I00699,118,GENDER_3,0,,,0,
I00699,118,Intercept,-6.7605,0.1746,1499.7982,1,0
I00699,118,YEAR_INDEX_1,0,,,0,
I00699,118,YEAR_INDEX_2,-0.0714,0.1041,0.4705,1,0.4928
I00699,118,YEAR_INDEX_3,-0.0182,0.1055,0.0297,1,0.8632
I00699,119,ADMIMETH_1,-1.1771,0.3727,9.9757,1,0.0016
I00699,119,ADMIMETH_2,0,,,0,
I00699,119,ADMIMETH_3,0,,,0,
I00699,119,ADMISSION_MONTH_1,0.1412,0.1286,1.2054,1,0.2723
I00699,119,ADMISSION_MONTH_2,0.0508,0.1343,0.1428,1,0.7055
I00699,119,ADMISSION_MONTH_3,-0.1199,0.137,0.7662,1,0.3814
I00699,119,ADMISSION_MONTH_4,-0.0521,0.1345,0.1503,1,0.6982
I00699,119,ADMISSION_MONTH_5,-0.1543,0.1352,1.3028,1,0.2537
I00699,119,ADMISSION_MONTH_6,-0.1182,0.1351,0.7655,1,0.3816
I00699,119,ADMISSION_MONTH_7,0.0313,0.1304,0.0576,1,0.8103
I00699,119,ADMISSION_MONTH_8,-0.1732,0.1364,1.6127,1,0.2041
I00699,119,ADMISSION_MONTH_9,-0.0793,0.1345,0.3478,1,0.5554
I00699,119,ADMISSION_MONTH_10,0,,,0,
I00699,119,ADMISSION_MONTH_11,0.1175,0.128,0.8434,1,0.3584
I00699,119,ADMISSION_MONTH_12,0.0537,0.1313,0.1674,1,0.6824
I00699,119,AGE_GROUP_1,0,,,0,
I00699,119,AGE_GROUP_2,-11.0353,174.2913,0.004,1,0.9495
I00699,119,AGE_GROUP_3,-11.3591,749.7917,0.0002,1,0.9879
I00699,119,AGE_GROUP_4,-11.2949,681.7846,0.0003,1,0.9868
I00699,119,AGE_GROUP_5,-11.8882,4061.6958,0,1,0.9977
I00699,119,AGE_GROUP_6,-12.0375,3416.8341,0,1,0.9972
I00699,119,AGE_GROUP_7,-12.4048,5877.1269,0,1,0.9983
I00699,119,AGE_GROUP_8,-12.1632,2483.8792,0,1,0.9961
I00699,119,AGE_GROUP_10,-12.3026,6272.635,0,1,0.9984
I00699,119,AGE_GROUP_14,-14.0389,5531.3941,0,1,0.998
I00699,119,AGE_GROUP_18,0,,,0,
I00699,119,AGE_GROUP_21,0,,,0,
